DATE,ret_m
20161108,0.003893
20161109,0.012072
20161110,0.001955
20161111,0.000250
20161114,0.002375
20161115,0.007920
20161116,-0.001513
20161117,0.004607
20161118,-0.001351
20161121,0.007782
20161122,0.003041
20161123,0.000939
20161125,0.003647
20161128,-0.005944
20161129,0.000964
20161130,-0.001560
20161201,-0.004222
20161202,0.000703
20161205,0.007303
20161206,0.004749
20161207,0.012408
20161208,0.003731
20161209,0.003921
20161212,-0.002443
20161213,0.005789
20161214,-0.009621
20161215,0.003584
20161216,-0.001147
20161219,0.002086
20161220,0.004303
20161221,-0.002496
20161222,-0.002723
20161223,0.001850
20161227,0.002516
20161228,-0.007982
20161229,0.000584
20161230,-0.004041
20170103,0.008212
20170104,0.008622
20170105,-0.000933
20170106,0.002312
20170109,-0.003926
20170110,0.001305
20170111,0.003223
20170112,-0.002550
20170113,0.002833
20170117,-0.003688
20170118,0.001416
20170119,-0.003879
20170120,0.003628
20170123,-0.001930
20170124,0.008372
20170125,0.008073
20170126,-0.001136
20170127,-0.001591
20170130,-0.007057
20170131,0.000837
20170201,0.000271
20170202,0.000620
20170203,0.007800
20170206,-0.002704
20170207,-0.000538
20170208,0.001219
20170209,0.006493
20170210,0.004105
20170213,0.004662
20170214,0.003880
20170215,0.004789
20170216,-0.001254
20170217,0.001896
20170221,0.005814
20170222,-0.001745
20170223,-0.000906
20170224,0.000450
20170227,0.002006
20170228,-0.004623
20170301,0.013385
20170302,-0.006868
20170303,0.000946
20170306,-0.003806
20170307,-0.003427
20170308,-0.003246
20170309,-0.000253
20170310,0.003456
20170313,0.001660
20170314,-0.004190
20170315,0.010126
20170316,-0.000617
20170317,-0.000801
20170320,-0.002330
20170321,-0.013611
20170322,0.001797
20170323,0.000147
20170324,-0.000318
20170327,-0.000348
20170328,0.006894
20170329,0.002268
20170330,0.002599
20170331,-0.001088
20170403,-0.002631
20170404,0.000636
20170405,-0.004138
20170406,0.003500
20170407,-0.000719
20170410,0.001465
20170411,-0.000130
20170412,-0.004576
20170413,-0.007201
20170417,0.008655
20170418,-0.002512
20170419,-0.001351
20170420,0.007667
20170421,-0.002843
20170424,0.010761
20170425,0.005977
20170426,-0.000111
20170427,-0.000055
20170428,-0.002611
20170501,0.001999
20170502,0.000244
20170503,-0.002576
20170504,-0.000777
20170505,0.005795
20170508,-0.000821
20170509,-0.000995
20170510,0.002605
20170511,-0.002713
20170512,-0.001539
20170515,0.005610
20170516,-0.000388
20170517,-0.018115
20170518,0.003363
20170519,0.007584
20170522,0.005392
20170523,0.001544
20170524,0.002419
20170525,0.003245
20170526,0.000310
20170530,-0.002268
20170531,-0.000332
20170601,0.009035
20170602,0.003483
20170605,-0.001823
20170606,-0.002161
20170607,0.000714
20170608,0.001580
20170609,-0.000541
20170612,-0.000869
20170613,0.005338
20170614,-0.002301
20170615,-0.002986
20170616,0.000546
20170619,0.007634
20170620,-0.007519
20170621,-0.000746
20170622,0.000803
20170623,0.002918
20170626,0.000931
20170627,-0.007488
20170628,0.010016
20170629,-0.008129
20170630,0.001447
20170703,0.003041
20170705,0.000126
20170706,-0.009238
20170707,0.006437
20170710,0.000496
20170711,0.000249
20170712,0.007695
20170713,0.001741
20170714,0.004857
20170717,0.000018
20170718,0.000462
20170719,0.005971
20170720,0.000032
20170721,-0.000926
20170724,-0.000128
20170725,0.003480
20170726,-0.000083
20170727,-0.002078
20170728,-0.001070
20170731,-0.000870
20170801,0.002361
20170802,-0.000980
20170803,-0.002196
20170804,0.002018
20170807,0.001409
20170808,-0.002776
20170809,-0.001448
20170810,-0.014410
20170811,0.001500
20170814,0.009843
20170815,-0.001447
20170816,0.002159
20170817,-0.014578
20170818,-0.001183
20170821,0.000853
20170822,0.009411
20170823,-0.001916
20170824,-0.001175
20170825,0.001996
20170828,0.000329
20170829,0.000672
20170830,0.004622
20170831,0.006908
20170901,0.002855
20170905,-0.007621
20170906,0.003200
20170907,-0.000045
20170908,-0.001274
20170911,0.010258
20170912,0.003551
20170913,0.000560
20170914,-0.000493
20170915,0.001828
20170918,0.002000
20170919,0.001114
20170920,0.000928
20170921,-0.002540
20170922,0.001098
20170925,-0.001893
20170926,0.000218
20170927,0.004979
20170928,0.001614
20170929,0.003327
20171002,0.004557
20171003,0.002497
20171004,0.000780
20171005,0.004778
20171006,-0.000977
20171009,-0.001991
20171010,0.002710
20171011,0.001955
20171012,-0.001538
20171013,0.000877
20171016,0.001001
20171017,-0.000176
20171018,0.000973
20171019,-0.000133
20171020,0.004201
20171023,-0.004279
20171024,0.001662
20171025,-0.005402
20171026,0.001476
20171027,0.007611
20171030,-0.003378
20171031,0.002033
20171101,0.000747
20171102,0.000341
20171103,0.002857
20171106,0.002099
20171107,-0.001834
20171108,0.001383
20171109,-0.003596
20171110,-0.000264
20171113,0.000203
20171114,-0.002571
20171115,-0.004868
20171116,0.009340
20171117,-0.000935
20171120,0.001802
20171121,0.006585
20171122,-0.000062
20171124,0.002166
20171127,-0.001556
20171128,0.008838
20171129,-0.000719
20171130,0.007252
20171201,-0.001121
20171204,-0.001742
20171205,-0.004187
20171206,-0.001394
20171207,0.004027
20171208,0.005048
20171211,0.002791
20171212,0.000752
20171213,0.000540
20171214,-0.004366
20171215,0.007959
20171218,0.006762
20171219,-0.003411
20171220,-0.000101
20171221,0.002513
20171222,-0.000165
20171226,-0.000170
20171227,0.000849
20171228,0.002505
20171229,-0.004750
20180102,0.008499
20180103,0.005864
20180104,0.004000
20180105,0.005807
20180108,0.001820
20180109,0.000922
20180110,-0.001490
20180111,0.008302
20180112,0.006087
20180116,-0.004427
20180117,0.008570
20180118,-0.002001
20180119,0.005424
20180122,0.007610
20180123,0.002613
20180124,-0.000901
20180125,0.000070
20180126,0.009967
20180129,-0.006902
20180130,-0.010189
20180131,0.000155
20180201,-0.000264
20180202,-0.020874
20180205,-0.038052
20180206,0.015328
20180207,-0.004177
20180208,-0.034721
20180209,0.012299
20180212,0.013235
20180213,0.002893
20180214,0.014366
20180215,0.011122
20180216,0.000359
20180220,-0.006280
20180221,-0.004404
20180222,0.000222
20180223,0.014669
20180226,0.010014
20180227,-0.012560
20180228,-0.011046
20180301,-0.010800
20180302,0.005872
20180305,0.010141
20180306,0.004150
20180307,0.000447
20180308,0.003646
20180309,0.015762
20180312,-0.000150
20180313,-0.006181
20180314,-0.004576
20180315,-0.002206
20180316,0.002432
20180319,-0.012923
20180320,0.001346
20180321,0.000413
20180322,-0.023902
20180323,-0.019304
20180326,0.024254
20180327,-0.016580
20180328,-0.002590
20180329,0.013470
20180402,-0.021372
20180403,0.011525
20180404,0.010375
20180405,0.007421
20180406,-0.019988
20180409,0.002845
20180410,0.016419
20180411,-0.003796
20180412,0.006938
20180413,-0.003078
20180416,0.008010
20180417,0.010301
20180418,0.001625
20180419,-0.005400
20180420,-0.007443
20180423,-0.000441
20180424,-0.011379
20180425,0.000785
20180426,0.009039
20180427,0.000718
20180430,-0.007261
20180501,0.002197
20180502,-0.005579
20180503,-0.002271
20180504,0.012308
20180507,0.004136
20180508,0.000415
20180509,0.008624
20180510,0.008630
20180511,0.001546
20180514,0.000778
20180515,-0.005768
20180516,0.004821
20180517,0.000295
20180518,-0.002242
20180521,0.006999
20180522,-0.003462
20180523,0.002303
20180524,-0.001830
20180525,-0.002216
20180529,-0.009956
20180530,0.013116
20180531,-0.006502
20180601,0.009653
20180604,0.004536
20180605,0.001471
20180606,0.007980
20180607,-0.001123
20180608,0.002986
20180611,0.001517
20180612,0.001945
20180613,-0.003611
20180614,0.002643
20180615,-0.001636
20180618,-0.000746
20180619,-0.004087
20180620,0.002732
20180621,-0.006904
20180622,0.002273
20180625,-0.014425
20180626,0.002926
20180627,-0.009755
20180628,0.005635
20180629,0.001587
20180702,0.002188
20180703,-0.002894
20180705,0.008542
20180706,0.008410
20180709,0.008409
20180710,0.002305
20180711,-0.007420
20180712,0.008248
20180713,0.000721
20180716,-0.001843
20180717,0.003871
20180718,0.002455
20180719,-0.002476
20180720,-0.001050
20180723,0.001014
20180724,0.001992
20180725,0.008263
20180726,-0.001538
20180727,-0.007632
20180730,-0.005599
20180731,0.005547
20180801,-0.001285
20180802,0.005508
20180803,0.003274
20180806,0.003855
20180807,0.002252
20180808,-0.000271
20180809,-0.000288
20180810,-0.006335
20180813,-0.004683
20180814,0.006614
20180815,-0.009074
20180816,0.008018
20180817,0.003867
20180820,0.002830
20180821,0.003121
20180822,0.000730
20180823,-0.002433
20180824,0.006252
20180827,0.007150
20180828,0.000007
20180829,0.005182
20180830,-0.004449
20180831,0.000304
20180904,-0.002246
20180905,-0.003502
20180906,-0.003966
20180907,-0.002354
20180910,0.002268
20180911,0.003232
20180912,0.000828
20180913,0.004333
20180914,0.000892
20180917,-0.005978
20180918,0.005495
20180919,0.000527
20180920,0.007846
20180921,-0.001041
20180924,-0.003696
20180925,-0.000503
20180926,-0.004027
20180927,0.002400
20180928,0.000086
20181001,0.001793
20181002,-0.002254
20181003,0.001618
20181004,-0.009306
20181005,-0.006058
20181008,-0.001335
20181009,-0.001780
20181010,-0.031344
20181011,-0.018804
20181012,0.012283
20181015,-0.003666
20181016,0.021471
20181017,-0.001388
20181018,-0.014628
20181019,-0.001810
20181022,-0.003897
20181023,-0.005960
20181024,-0.030618
20181025,0.017439
20181026,-0.015525
20181029,-0.007001
20181030,0.015593
20181031,0.010456
20181101,0.013000
20181102,-0.004780
20181105,0.004443
20181106,0.005705
20181107,0.019263
20181108,-0.002928
20181109,-0.009717
20181112,-0.018874
20181113,-0.001178
20181114,-0.006560
20181115,0.010791
20181116,0.002085
20181119,-0.016569
20181120,-0.017951
20181121,0.006208
20181123,-0.005570
20181126,0.014595
20181127,0.000524
20181128,0.022305
20181129,-0.001755
20181130,0.006820
20181203,0.011433
20181204,-0.031746
20181206,-0.001857
20181207,-0.021064
20181210,-0.000240
20181211,-0.000708
20181212,0.006327
20181213,-0.002137
20181214,-0.017094
20181217,-0.020890
20181218,-0.000161
20181219,-0.014831
20181220,-0.015364
20181221,-0.020586
20181224,-0.024171
20181226,0.046853
20181227,0.006828
20181228,0.000152
20181231,0.008324
